TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Location,IP Address,Channel,CustomerOccupation,Cluster_KMeans
20.21999999999997,43.0,138.0,1.0,5515.32,Debit,Jacksonville,170.225.23.251,ATM,Engineer,1
50.400000000000006,36.0,84.0,1.0,1677.0100000000002,Debit,San Antonio,44.197.126.59,Branch,Doctor,0
73.88,53.0,131.0,1.0,4055.55,Debit,Los Angeles,134.140.85.231,Branch,Retired,3
119.60999999999999,33.0,53.0,1.0,9899.94,Debit,San Diego,99.205.173.118,ATM,Doctor,2
116.57999999999998,43.0,247.0,1.0,2620.74,Debit,Raleigh,20.147.6.179,Branch,Engineer,3
391.96,64.0,79.0,1.0,2174.16,Debit,Nashville,121.67.144.20,ATM,Retired,0
156.26,46.0,160.0,1.0,7854.1,Credit,Virginia Beach,51.196.87.214,Branch,Engineer,1
427.0,49.0,163.0,1.0,8253.65,Credit,Oklahoma City,183.39.94.209,Branch,Engineer,1
443.68,18.0,137.0,1.0,874.1499999999996,Debit,Tucson,16.94.155.46,ATM,Student,3
101.75999999999999,31.0,26.0,1.0,6043.25,Debit,Philadelphia,78.69.172.205,Branch,Doctor,2
67.57,37.0,107.0,1.0,2766.12,Debit,Charlotte,165.35.58.173,Branch,Engineer,0
326.29,56.0,179.0,1.0,8171.26,Debit,Denver,6.44.165.160,Online,Engineer,1
158.56,33.0,100.0,1.0,5401.21,Debit,Sacramento,218.238.171.184,ATM,Doctor,2
56.02000000000004,27.0,142.0,1.0,3548.02,Debit,Memphis,81.248.235.147,Online,Student,3
288.28,27.0,36.0,1.0,160.82999999999993,Debit,Portland,191.25.177.160,Online,Student,0
245.67,24.0,107.0,1.0,752.25,Credit,Portland,3.77.114.6,Branch,Student,0
114.35,41.0,20.999999999999986,1.0,469.1199999999999,Credit,El Paso,193.221.15.59,Branch,Engineer,0
373.27,61.0,79.0,1.0,8441.61,Credit,Miami,35.67.21.23,Online,Doctor,2
504.63,60.0,168.0,1.0,3806.16,Debit,Portland,77.21.150.75,Online,Engineer,3
820.1500000000001,47.0,181.0,1.0,8802.97,Debit,Kansas City,13.188.62.74,Branch,Doctor,1
8.370000000000005,63.0,135.0,1.0,1106.3400000000001,Debit,Colorado Springs,143.212.47.226,ATM,Retired,3
197.49,53.0,30.0,1.0,5005.33,Credit,Fresno,167.67.137.223,Online,Retired,2
637.97,58.0,90.0,1.0,7949.03,Debit,New York,104.165.213.58,Branch,Retired,2
13.519999999999982,26.0,65.0,1.0,259.77000000000044,Debit,Seattle,167.67.137.223,ATM,Student,0
432.1,49.0,240.0,1.0,2114.3,Debit,San Francisco,182.84.41.229,ATM,Engineer,3
375.17,51.0,66.0,2.0,5495.3,Debit,Fort Worth,112.196.12.19,ATM,Engineer,2
642.68,50.0,94.0,1.0,8461.46,Debit,Fresno,56.116.189.0,Branch,Doctor,2
139.72,49.0,201.0,1.0,5058.83,Debit,Memphis,219.98.242.240,Branch,Engineer,1
10.069999999999993,24.0,49.0,1.0,530.8099999999995,Debit,Albuquerque,23.92.205.75,Online,Student,0
120.62,23.0,85.0,1.0,9379.53,Debit,Raleigh,134.222.122.238,ATM,Student,2
578.49,59.0,180.0,1.0,6475.13,Debit,Nashville,194.88.79.54,Branch,Retired,1
280.92,41.0,168.0,1.0,5298.85,Debit,Phoenix,120.170.93.69,Online,Doctor,1
42.420000000000016,21.0,102.0,1.0,490.5699999999997,Debit,Sacramento,61.95.76.233,Online,Student,0
77.03,67.0,259.0,1.0,11310.27,Debit,Fresno,121.67.144.20,ATM,Doctor,1
22.589999999999975,62.0,45.0,1.0,3988.75,Debit,Seattle,113.115.81.178,ATM,Retired,0
568.76,51.0,155.0,1.0,7484.32,Debit,Baltimore,63.191.171.41,ATM,Retired,1
105.94,51.0,207.0,1.0,5963.1,Debit,Oklahoma City,160.212.125.105,Branch,Engineer,1
350.15,21.0,195.0,1.0,296.47000000000025,Credit,Fresno,11.167.243.171,ATM,Student,3
183.67,19.0,238.0,1.0,910.2600000000002,Debit,San Diego,77.7.223.184,Online,Student,3
278.27,29.0,123.0,1.0,6684.34,Debit,Tucson,87.234.36.48,Branch,Doctor,1
470.3,40.0,88.0,1.0,8524.09,Debit,Austin,41.110.46.150,ATM,Doctor,2
261.69,53.0,84.0,1.0,5126.65,Debit,Philadelphia,197.52.3.107,ATM,Retired,2
365.04,22.0,94.0,1.0,873.8900000000003,Debit,Virginia Beach,86.220.59.252,Branch,Student,0
211.1,57.0,136.0,1.0,7059.77,Debit,Miami,19.228.76.177,Branch,Retired,1
21.49000000000001,58.0,240.0,1.0,11991.24,Debit,Denver,60.43.160.195,ATM,Doctor,1
63.579999999999984,18.0,199.0,1.0,8086.04,Debit,Columbus,163.129.70.210,ATM,Student,1
321.86,63.0,167.0,1.0,12626.49,Debit,San Antonio,141.241.241.128,ATM,Doctor,1
12.110000000000014,75.0,127.0,1.0,1730.2799999999997,Debit,Jacksonville,57.141.198.111,Branch,Retired,3
642.54,44.0,28.0,1.0,3143.17,Debit,Milwaukee,166.79.195.157,Branch,Engineer,0
210.45,27.0,146.0,1.0,1242.4899999999998,Debit,Las Vegas,144.91.150.133,ATM,Student,3
313.65,55.0,173.0,1.0,1886.3599999999997,Credit,Chicago,57.232.212.116,Branch,Retired,3
99.75999999999999,26.0,131.0,1.0,416.8900000000003,Debit,Sacramento,38.164.132.63,Branch,Student,3
115.32,53.0,113.0,1.0,5929.08,Debit,Denver,211.45.75.44,Branch,Retired,2
33.610000000000014,23.0,72.0,1.0,479.0799999999999,Debit,Milwaukee,142.184.68.230,Online,Student,0
498.59,33.0,32.0,1.0,5862.99,Credit,Oklahoma City,93.169.212.219,Online,Doctor,2
98.81,27.0,91.0,1.0,797.1000000000004,Debit,San Francisco,38.210.156.148,Branch,Student,0
1.8700000000000045,65.0,147.0,1.0,7287.94,Debit,Washington,30.229.179.194,ATM,Retired,1
78.92000000000002,59.0,95.0,1.0,5624.86,Credit,Jacksonville,149.84.108.18,Online,Engineer,2
194.29,39.0,10.0,1.0,2988.41,Credit,Seattle,160.65.101.37,Branch,Engineer,0
28.730000000000018,53.0,185.0,1.0,2712.96,Debit,Kansas City,93.52.44.101,ATM,Engineer,3
105.53,24.0,88.0,1.0,1433.6599999999999,Debit,Colorado Springs,53.131.194.183,Online,Student,0
737.34,30.0,34.0,1.0,7336.56,Debit,Miami,93.146.251.20,Online,Doctor,2
237.86,18.0,210.0,1.0,475.6300000000001,Debit,Philadelphia,135.73.131.111,ATM,Student,3
409.61,65.0,89.0,1.0,11698.15,Debit,Kansas City,197.23.128.119,Branch,Doctor,2
75.53,21.0,157.0,1.0,1034.35,Credit,Fresno,54.252.249.33,Online,Student,3
72.75,64.0,15.0,1.0,12042.79,Debit,Phoenix,105.136.156.29,ATM,Doctor,2
39.110000000000014,26.0,143.0,1.0,518.54,Debit,Columbus,196.121.240.10,Online,Student,3
729.38,68.0,90.0,1.0,9127.65,Debit,Los Angeles,99.205.173.118,ATM,Doctor,2
137.49,34.0,50.0,1.0,4471.05,Debit,Fort Worth,42.61.10.112,ATM,Engineer,0
504.71,29.0,61.0,1.0,6214.54,Debit,Detroit,24.148.92.177,Online,Engineer,2
371.47,24.0,58.0,1.0,1187.04,Credit,Milwaukee,32.71.250.58,Branch,Student,0
430.35,36.0,205.0,1.0,354.89999999999964,Debit,Charlotte,217.233.219.196,Online,Doctor,3
230.32,35.0,56.0,1.0,791.46,Debit,Las Vegas,49.174.157.140,Branch,Engineer,0
121.70999999999998,52.0,140.0,1.0,5878.89,Debit,Chicago,77.208.193.198,ATM,Retired,1
98.87,20.0,179.0,1.0,533.1999999999998,Debit,Detroit,219.31.152.129,Online,Student,3
117.55000000000001,24.0,35.0,1.0,897.9400000000005,Debit,Fresno,4.101.189.38,ATM,Student,0
244.64,30.0,103.0,1.0,9159.56,Debit,Tucson,66.255.7.16,Branch,Doctor,2
321.93,45.0,12.0,1.0,4392.73,Debit,Nashville,45.241.13.208,ATM,Engineer,0
283.23,40.0,98.0,1.0,2008.77,Debit,El Paso,146.69.70.214,Online,Engineer,0
346.65,30.0,60.0,1.0,6356.96,Debit,Washington,43.98.242.106,Online,Engineer,2
381.62,64.0,164.0,1.0,6009.12,Debit,Las Vegas,187.223.139.194,Online,Retired,1
388.65,76.0,43.0,1.0,7896.85,Debit,Oklahoma City,40.244.94.218,ATM,Retired,2
29.21999999999997,24.0,151.0,1.0,1649.4300000000003,Debit,San Antonio,44.67.137.125,ATM,Student,3
46.75,67.0,150.0,1.0,2840.43,Debit,Colorado Springs,196.244.194.198,Branch,Retired,3
348.64,57.0,128.0,1.0,3274.96,Debit,San Jose,134.222.122.238,Online,Retired,3
319.17,73.0,81.0,1.0,6501.56,Debit,Tucson,7.28.148.225,Online,Retired,2
73.94999999999999,26.0,76.0,1.0,363.9200000000001,Debit,Kansas City,6.204.110.7,ATM,Student,0
389.63,27.0,99.0,1.0,9748.48,Debit,Mesa,155.140.33.42,Online,Engineer,2
217.61,19.0,45.0,1.0,1404.5299999999997,Debit,Chicago,216.32.4.105,ATM,Student,0
199.84,21.0,150.0,1.0,706.4400000000005,Debit,Dallas,48.19.99.211,ATM,Student,3
56.349999999999994,44.0,75.0,1.0,5095.73,Debit,Charlotte,166.79.195.157,ATM,Doctor,2
248.95,65.0,29.0,1.0,3059.79,Credit,San Francisco,38.210.156.148,Branch,Retired,0
142.58,33.0,145.0,1.0,7844.23,Debit,San Antonio,139.23.212.102,ATM,Engineer,1
333.78,60.0,98.0,1.0,6810.94,Debit,San Diego,49.31.186.82,ATM,Retired,2
332.59,55.0,143.0,1.0,1457.0699999999997,Debit,San Antonio,166.41.54.117,Online,Retired,3
236.81,22.0,15.0,1.0,813.6800000000003,Debit,Oklahoma City,189.168.172.41,Branch,Student,0
417.8,27.0,130.0,1.0,1518.8199999999997,Credit,Philadelphia,49.31.186.82,Branch,Student,3
319.27,50.0,150.0,1.0,10269.78,Debit,San Antonio,211.97.88.141,ATM,Doctor,1
384.1,42.0,172.0,1.0,672.79,Debit,Detroit,199.103.32.145,Branch,Engineer,3
820.6200000000001,61.0,158.0,1.0,6024.8,Credit,Fresno,47.82.77.181,Branch,Doctor,1
474.77,56.0,50.0,1.0,2158.59,Credit,Indianapolis,104.155.121.252,Online,Engineer,0
542.72,43.0,92.0,1.0,6011.8,Credit,Indianapolis,34.86.220.205,Branch,Doctor,2
79.80000000000001,73.0,76.0,1.0,6372.58,Debit,Fort Worth,189.198.67.252,ATM,Retired,2
46.24000000000001,57.0,52.0,1.0,2569.56,Debit,San Diego,80.155.14.197,Branch,Engineer,0
327.8,61.0,54.0,1.0,10585.48,Debit,San Francisco,90.111.245.138,ATM,Doctor,2
445.79,52.0,161.0,1.0,717.9899999999998,Debit,Las Vegas,207.157.126.125,ATM,Doctor,3
55.889999999999986,72.0,150.0,1.0,3689.65,Debit,Fresno,175.230.206.232,Online,Retired,3
158.41,28.0,16.0,1.0,1512.1599999999999,Debit,Sacramento,188.225.207.71,Branch,Student,0
61.97,74.0,95.0,1.0,7014.69,Debit,Phoenix,10.223.224.50,ATM,Retired,2
27.20999999999998,79.0,102.0,1.0,3520.61,Debit,San Jose,28.149.72.129,ATM,Retired,0
173.74,80.0,64.0,1.0,4913.42,Debit,Houston,161.177.41.214,Online,Retired,0
176.11,38.0,105.0,1.0,9155.35,Debit,San Jose,86.220.59.252,Branch,Engineer,2
88.4,46.0,174.0,1.0,2567.53,Debit,Fort Worth,112.196.12.19,Online,Engineer,3
567.92,53.0,14.0,1.0,3779.47,Debit,Columbus,213.207.62.176,Online,Retired,0
138.11,68.0,104.0,1.0,4177.65,Credit,Phoenix,20.147.6.179,Online,Retired,0
456.93,28.0,193.0,1.0,7284.76,Credit,Virginia Beach,214.67.148.245,Branch,Engineer,1
101.42000000000002,66.0,146.0,1.0,6530.59,Debit,Atlanta,112.56.160.202,Online,Retired,1
300.61,44.0,51.0,1.0,7895.54,Debit,El Paso,165.35.58.173,Online,Doctor,2
265.94,54.0,132.0,1.0,6781.3,Debit,Boston,106.244.1.47,Online,Engineer,1
345.54,29.0,50.0,1.0,2091.78,Debit,San Diego,215.97.143.157,Online,Engineer,0
411.52,41.0,88.0,1.0,11108.39,Debit,Los Angeles,52.1.78.30,ATM,Doctor,2
111.20999999999998,35.0,111.0,1.0,9088.36,Debit,Portland,216.151.64.40,Branch,Doctor,2
316.37,53.0,86.0,1.0,4671.69,Debit,Colorado Springs,218.83.2.94,ATM,Engineer,0
260.63,37.0,142.0,1.0,7534.73,Debit,Fort Worth,36.13.239.172,Branch,Engineer,1
92.36000000000001,29.0,144.0,1.0,6353.14,Debit,Dallas,3.200.166.167,ATM,Engineer,1
64.5,74.0,230.0,1.0,1351.2399999999998,Debit,Denver,18.72.115.111,ATM,Retired,3
175.94,57.0,89.0,1.0,3728.04,Debit,Indianapolis,47.167.178.158,ATM,Retired,0
199.47,57.0,142.0,1.0,6067.44,Debit,Detroit,82.88.241.226,Online,Doctor,1
51.06999999999999,63.0,133.0,1.0,4292.16,Debit,Dallas,162.198.218.92,Branch,Retired,3
435.86,56.0,134.0,1.0,3801.82,Debit,Jacksonville,147.125.143.41,ATM,Retired,3
74.73000000000002,64.0,162.0,1.0,6353.22,Credit,Jacksonville,92.180.81.50,Branch,Retired,1
182.79,23.0,14.0,1.0,1251.85,Credit,Louisville,35.73.67.98,Online,Student,0
628.36,44.0,108.0,1.0,11869.71,Debit,Austin,196.121.240.10,Online,Doctor,2
268.39,29.0,177.0,1.0,9409.43,Debit,San Antonio,81.102.230.41,Online,Doctor,1
362.27,80.0,47.0,1.0,6003.59,Debit,Jacksonville,69.160.14.157,ATM,Retired,2
560.15,50.0,92.0,1.0,817.8299999999999,Credit,Memphis,93.169.212.219,Online,Engineer,0
351.99,80.0,45.0,2.0,3663.64,Debit,Chicago,15.176.70.194,ATM,Retired,0
132.36,28.0,160.0,1.0,319.64999999999964,Debit,Colorado Springs,41.0.10.107,Branch,Student,3
24.769999999999982,40.0,17.0,1.0,478.22999999999956,Credit,Nashville,223.32.70.156,Online,Engineer,0
80.24000000000001,53.0,58.0,1.0,8012.81,Credit,New York,190.92.63.219,Branch,Doctor,2
8.649999999999977,68.0,198.0,1.0,4201.22,Debit,Mesa,217.233.219.196,ATM,Retired,3
178.91,18.0,19.0,1.0,8870.89,Debit,Omaha,35.67.21.23,ATM,Student,2
115.22,27.0,108.0,1.0,906.1999999999998,Debit,San Francisco,76.0.164.168,Branch,Engineer,0
542.75,70.0,63.0,1.0,2224.08,Credit,Nashville,82.115.199.37,Branch,Retired,0
280.99,45.0,29.0,1.0,9733.59,Debit,Houston,11.167.243.171,Branch,Engineer,2
24.189999999999998,29.0,28.0,1.0,2756.2,Debit,San Diego,186.135.2.148,ATM,Engineer,0
586.85,36.0,86.0,1.0,6655.15,Debit,Mesa,187.199.178.27,ATM,Doctor,2
372.41,55.0,143.0,1.0,3233.87,Debit,San Diego,214.125.131.88,ATM,Retired,3
63.170000000000016,20.0,148.0,1.0,1676.5699999999997,Debit,Fresno,113.137.153.101,ATM,Student,3
247.17,65.0,149.0,1.0,2611.64,Credit,Chicago,56.89.80.133,Branch,Retired,3
48.78,18.0,136.0,1.0,552.0599999999995,Credit,Kansas City,112.222.0.29,Branch,Student,3
4.149999999999977,60.0,119.0,1.0,6017.36,Credit,Omaha,166.41.54.117,Branch,Retired,1
60.99000000000001,34.0,58.0,1.0,7281.46,Debit,Oklahoma City,5.50.152.168,Branch,Engineer,2
408.19,26.0,241.0,1.0,6847.47,Debit,Mesa,19.20.13.234,Branch,Engineer,1
524.6,58.0,76.0,1.0,13017.7,Debit,El Paso,44.73.3.217,Branch,Doctor,2
108.95999999999998,26.0,247.0,1.0,7597.66,Debit,Milwaukee,49.31.186.82,ATM,Student,1
70.03,63.0,49.0,1.0,7330.31,Debit,Nashville,193.221.15.59,Branch,Retired,2
124.84,52.0,79.0,1.0,6711.78,Debit,Louisville,18.72.115.111,Online,Retired,2
324.04,54.0,30.0,1.0,2248.06,Debit,Virginia Beach,101.120.142.50,ATM,Retired,0
39.69,70.0,163.0,1.0,3524.68,Debit,Austin,219.98.242.240,Online,Retired,3
157.7,58.0,46.0,1.0,8332.58,Credit,Omaha,21.190.11.223,Branch,Engineer,2
81.26999999999998,22.0,68.0,1.0,1814.48,Credit,Seattle,201.95.180.152,Online,Student,0
193.82,37.0,176.0,1.0,3886.77,Debit,Kansas City,16.128.130.153,Branch,Engineer,3
16.730000000000018,79.0,165.0,1.0,7591.13,Debit,Omaha,205.45.234.42,Online,Retired,1
474.05,57.0,214.0,1.0,1484.31,Debit,San Jose,24.129.74.189,ATM,Retired,3
637.75,79.0,152.0,1.0,4202.92,Debit,Dallas,184.57.159.204,Branch,Retired,3
153.59,66.0,174.0,1.0,4813.12,Credit,Portland,204.120.80.105,Branch,Retired,3
186.6,18.0,139.0,1.0,9716.68,Debit,Tucson,184.185.209.72,Branch,Student,1
644.08,24.0,55.0,1.0,1980.62,Debit,Atlanta,57.232.212.116,Online,Student,0
226.66,41.0,168.0,1.0,10216.25,Debit,Austin,16.94.155.46,Branch,Doctor,1
305.0,22.0,222.0,1.0,944.8299999999999,Debit,Phoenix,199.103.32.145,ATM,Student,3
233.1,42.0,37.0,1.0,7469.2,Credit,Nashville,38.164.132.63,Branch,Doctor,2
224.19,52.0,93.0,1.0,8475.47,Debit,Houston,46.150.175.171,ATM,Doctor,2
214.83,23.0,63.0,1.0,991.6900000000005,Credit,Tucson,205.45.234.42,ATM,Student,0
163.46,63.0,111.0,1.0,6953.8,Credit,Baltimore,39.129.125.110,Branch,Retired,2
194.99,34.0,91.0,1.0,1370.0299999999997,Debit,Jacksonville,173.232.121.213,Branch,Engineer,0
259.9,26.0,100.0,1.0,914.2799999999997,Debit,Oklahoma City,14.200.197.126,Online,Student,0
59.50999999999999,36.0,55.0,1.0,9955.88,Credit,Dallas,86.220.59.252,Online,Doctor,2
50.629999999999995,64.0,143.0,1.0,4732.81,Debit,Columbus,9.230.41.239,Online,Retired,3
112.93999999999997,73.0,31.0,1.0,3807.84,Credit,San Antonio,142.160.124.244,Online,Retired,0
11.810000000000002,21.0,131.0,1.0,320.25,Debit,Phoenix,96.162.11.85,ATM,Student,3
329.14,55.0,14.0,1.0,12033.92,Debit,Sacramento,6.204.110.7,Branch,Doctor,2
154.24,61.0,82.0,1.0,6109.55,Debit,Mesa,219.98.242.240,ATM,Retired,2
141.8,18.0,116.0,1.0,1697.67,Debit,Chicago,184.4.253.143,ATM,Student,3
209.03,55.0,126.0,1.0,8359.5,Debit,Detroit,175.210.47.87,Branch,Engineer,1
261.14,42.0,162.0,1.0,6100.08,Debit,San Antonio,186.135.2.148,ATM,Engineer,1
98.70999999999998,32.0,117.0,1.0,10095.23,Debit,Fort Worth,79.227.202.117,ATM,Doctor,2
87.38,21.0,252.0,1.0,1504.9899999999998,Debit,Atlanta,3.200.166.167,Branch,Student,3
83.38999999999999,32.0,158.0,1.0,13182.11,Debit,Omaha,135.73.131.111,Branch,Doctor,1
267.55,46.0,40.000000000000014,1.0,4330.04,Debit,Charlotte,170.99.15.217,Online,Engineer,0
870.05,29.0,39.0,1.0,905.25,Debit,El Paso,80.90.35.146,ATM,Doctor,0
164.51,78.0,110.0,1.0,3553.69,Debit,Louisville,189.248.139.91,Branch,Retired,0
758.12,69.0,90.0,1.0,6164.65,Debit,San Francisco,179.132.235.182,ATM,Retired,2
103.75999999999999,28.0,188.0,1.0,9626.14,Debit,Kansas City,79.47.176.19,Online,Engineer,1
583.92,55.0,139.0,1.0,6364.14,Debit,Kansas City,32.169.88.41,Online,Engineer,1
204.06,77.0,159.0,1.0,4351.83,Debit,Washington,150.231.20.169,Online,Retired,3
53.50999999999999,56.0,165.0,1.0,5773.5,Debit,New York,136.172.149.77,Online,Retired,1
52.94999999999999,68.0,14.0,1.0,6335.58,Credit,Charlotte,148.234.210.167,Online,Retired,2
120.17000000000002,49.0,105.0,1.0,5403.79,Debit,Portland,47.167.178.158,ATM,Doctor,2
220.8,31.0,28.0,1.0,8135.31,Debit,Indianapolis,10.223.224.50,Online,Engineer,2
119.00999999999999,45.0,87.0,1.0,9798.26,Debit,Philadelphia,14.200.197.126,ATM,Doctor,2
183.32,21.0,74.0,1.0,137.42000000000007,Debit,Raleigh,162.207.77.170,ATM,Student,0
858.8800000000001,60.0,227.0,1.0,7015.46,Debit,Jacksonville,146.53.16.47,Online,Engineer,1
11.45999999999998,41.0,128.0,1.0,2356.71,Credit,San Francisco,13.188.62.74,Online,Engineer,3
61.370000000000005,75.0,164.0,1.0,4294.44,Debit,Columbus,57.141.198.111,Branch,Retired,3
103.07999999999998,49.0,150.0,1.0,9251.38,Credit,Milwaukee,66.255.7.16,Branch,Engineer,1
1.2099999999999795,55.0,196.0,1.0,7542.74,Debit,Atlanta,96.115.67.230,Branch,Retired,1
425.18,26.0,172.0,1.0,9880.71,Credit,Colorado Springs,77.92.193.22,Online,Engineer,1
60.96000000000001,52.0,238.0,1.0,6189.24,Debit,Colorado Springs,184.185.209.72,ATM,Retired,1
64.20999999999998,51.0,37.0,1.0,12540.18,Debit,Omaha,134.222.122.238,ATM,Doctor,2
523.02,53.0,83.0,1.0,4586.11,Debit,Jacksonville,124.180.225.109,Online,Retired,0
50.25999999999999,65.0,164.0,1.0,1519.38,Debit,Las Vegas,52.1.78.30,Branch,Retired,3
110.07999999999996,19.0,95.0,1.0,1447.2600000000002,Debit,Detroit,207.157.126.125,Branch,Student,0
54.47,23.0,34.0,1.0,1131.4199999999996,Credit,Philadelphia,190.92.63.219,Branch,Student,0
79.75999999999999,68.0,115.0,1.0,10278.75,Debit,Kansas City,221.169.49.152,Online,Doctor,2
16.79000000000002,30.0,146.0,1.0,535.1499999999996,Credit,Detroit,204.120.80.105,Online,Doctor,3
643.3800000000001,18.0,105.0,1.0,1046.7399999999993,Credit,Detroit,107.247.202.71,Online,Student,0
328.34,42.0,31.0,1.0,2840.45,Credit,San Diego,106.244.1.47,Online,Engineer,0
72.68,69.0,44.0,1.0,6216.77,Debit,Seattle,87.234.36.48,Online,Retired,2
793.88,22.0,252.0,1.0,1404.06,Credit,Los Angeles,89.237.88.251,ATM,Student,3
29.21999999999997,27.0,69.0,1.0,7795.79,Debit,Detroit,218.83.2.94,ATM,Engineer,2
653.97,37.0,100.0,1.0,3886.65,Debit,Miami,141.241.241.128,Online,Engineer,0
366.43,21.0,92.0,1.0,1560.4499999999998,Credit,Portland,40.244.94.218,Online,Student,0
233.74,72.0,142.0,1.0,4749.54,Debit,Boston,6.44.165.160,Online,Retired,3
471.8399999999999,18.0,138.0,1.0,1044.33,Debit,Raleigh,137.33.78.168,ATM,Student,3
213.4,73.0,100.0,1.0,2012.2399999999998,Credit,Fort Worth,198.73.211.114,Branch,Retired,0
254.21,48.0,46.0,1.0,2487.2,Debit,Phoenix,137.33.78.168,ATM,Engineer,0
170.26,27.0,265.0,1.0,1969.48,Debit,Chicago,6.44.165.160,ATM,Student,3
330.61,64.0,113.0,1.0,2525.25,Credit,Nashville,186.54.68.246,Branch,Retired,0
132.33,35.0,47.0,1.0,7457.94,Credit,Phoenix,88.55.149.101,ATM,Engineer,2
672.74,46.0,118.0,1.0,5386.52,Credit,Colorado Springs,169.67.220.37,Branch,Engineer,2
74.04000000000002,18.0,66.0,1.0,1690.23,Debit,Memphis,188.124.181.12,Online,Student,0
197.18,28.0,135.0,1.0,3114.92,Debit,Tucson,189.20.224.220,Online,Engineer,3
21.149999999999977,70.0,180.0,1.0,3466.74,Debit,Columbus,159.37.30.154,Branch,Retired,3
218.37,62.0,105.0,1.0,9942.24,Debit,Houston,147.119.62.178,ATM,Doctor,2
697.82,44.0,153.0,1.0,6824.0,Debit,New York,161.25.82.11,Online,Engineer,1
148.0,20.0,35.0,1.0,1488.65,Debit,Tucson,38.164.132.63,Branch,Student,0
22.25999999999999,19.0,56.0,1.0,5583.88,Debit,San Antonio,211.45.75.44,Branch,Student,2
0.8600000000000136,25.0,139.0,1.0,1357.2200000000003,Debit,Colorado Springs,120.16.186.17,ATM,Student,3
757.1,65.0,203.0,1.0,10553.23,Debit,Atlanta,14.200.197.126,Branch,Doctor,1
38.81,25.0,145.0,1.0,1619.6,Credit,Virginia Beach,120.32.147.210,Online,Student,3
32.45999999999998,31.0,10.0,1.0,8656.18,Debit,Charlotte,156.187.182.236,Online,Doctor,2
20.639999999999986,22.0,59.0,1.0,949.3800000000001,Debit,Charlotte,197.23.128.119,Branch,Student,0
662.11,23.0,219.0,1.0,1996.38,Debit,Atlanta,145.246.171.225,Branch,Student,3
288.77,55.0,110.0,1.0,8836.51,Debit,Los Angeles,94.37.250.128,ATM,Engineer,2
214.73,46.0,26.0,1.0,5368.42,Credit,Los Angeles,57.166.147.242,ATM,Doctor,2
25.379999999999995,57.0,66.0,1.0,8616.05,Debit,Louisville,201.114.165.141,Branch,Engineer,2
617.66,41.0,40.000000000000014,1.0,5906.58,Debit,Memphis,100.4.40.132,ATM,Engineer,2
446.39,63.0,77.0,1.0,7863.6,Debit,Houston,155.37.19.43,ATM,Retired,2
377.92,33.0,204.0,1.0,2254.71,Debit,Raleigh,179.43.245.131,Branch,Engineer,3
11.04000000000002,30.0,43.0,1.0,6983.04,Debit,Phoenix,168.36.49.167,Online,Engineer,2
275.46,36.0,67.0,1.0,9697.75,Debit,Fort Worth,31.75.105.19,ATM,Doctor,2
179.76,78.0,81.0,1.0,5909.52,Debit,Philadelphia,193.190.29.63,Online,Retired,2
32.339999999999975,44.0,45.0,1.0,7847.62,Debit,Kansas City,176.96.83.253,Branch,Doctor,2
273.92,79.0,109.0,1.0,4543.56,Debit,Portland,116.43.88.219,Branch,Retired,0
375.45,19.0,32.0,1.0,1307.23,Debit,Fort Worth,5.252.94.135,Branch,Student,0
388.98,23.0,155.0,1.0,1819.9099999999999,Debit,Fresno,78.69.172.205,ATM,Student,3
492.84,25.0,38.0,1.0,577.6700000000001,Debit,Indianapolis,81.248.235.147,ATM,Student,0
148.85,57.0,25.0,1.0,7802.36,Debit,Mesa,155.37.19.43,ATM,Doctor,2
391.66,50.0,103.0,1.0,2406.31,Debit,Fresno,119.163.214.161,Branch,Engineer,0
185.99,41.0,53.0,1.0,402.4499999999998,Credit,Fresno,39.129.125.110,Branch,Engineer,0
322.48,27.0,57.0,1.0,1238.4300000000003,Debit,Jacksonville,210.136.14.108,ATM,Student,0
20.269999999999982,18.0,22.0,1.0,796.3500000000004,Debit,Miami,86.103.2.29,Branch,Student,0
104.23000000000002,63.0,108.0,1.0,5009.29,Credit,Louisville,11.188.75.155,Online,Retired,2
55.860000000000014,39.0,68.0,1.0,5346.46,Debit,Seattle,200.136.146.93,Online,Engineer,2
10.769999999999982,31.0,178.0,1.0,10704.95,Debit,Indianapolis,37.227.215.145,ATM,Doctor,1
95.54999999999998,33.0,51.0,1.0,2434.74,Debit,Louisville,42.3.3.101,Branch,Engineer,0
9.100000000000023,52.0,63.0,1.0,2791.45,Credit,San Francisco,53.131.194.183,Online,Retired,0
21.410000000000025,57.0,99.0,1.0,658.9099999999999,Debit,Louisville,195.164.171.146,Online,Doctor,0
278.28,28.0,26.0,1.0,1346.88,Debit,Jacksonville,148.42.122.1,Branch,Student,0
388.1,73.0,40.000000000000014,1.0,3022.12,Credit,Los Angeles,101.90.40.193,Online,Retired,0
215.39,27.0,216.0,1.0,1582.5500000000002,Debit,Detroit,196.121.240.10,ATM,Student,3
37.69999999999999,20.0,109.0,1.0,1741.1,Debit,Miami,167.67.137.223,ATM,Student,0
19.589999999999975,64.0,122.0,1.0,1061.69,Debit,Charlotte,170.54.231.239,Branch,Retired,3
